appid,title,contents,date,tags
1449850,A new Selection Pack is here! Onslaught of Emperors,"Reborn, the fanged behemoth of the deep seeks to blot out all light! ""Number C32: Shark Drake LeVeiss"" is the new ace of the ""Shark"" archetype, which also receives several other new cards! From the earth emerges the ""Primite"" archetype, possessing the power to extract Normal Monsters' latent potential! And that's not all: powerful cards have been added for""Memento"" , ""Vaalmonica"" , and ""Centur-Ion"" too! Surge toward glorious victory with a well-honed Deck of your most trusted cards!",1744268372,
1449850,80M Downloads Campaign!,"As a token of our gratitude, we will be giving players who log in during the campaign period a Login Bonus of 1000 Gems and Tickets to open selected Card Packs. Check out our exclusive Gem Pack on the Gem Purchase page right now! Each player can purchase up to 3. This amazing deal is only available for a limited time.Don't miss it!",1743147936,
1449850,"""Yu-Gi-Oh! EARLY DAYS COLLECTION"" is available now!","14 masterpieces from the history of Yu-Gi-Oh! video games are back! ""Yu-Gi-Oh! EARLY DAYS COLLECTION"" containing 14 pieces of Yu-Gi-Oh! video game history is now available! Please take this opportunity to travel back in time to the Duel of that day. https://store.steampowered.com/app/3013550/ Titles 1. Yu-Gi-Oh! Duel Monsters 2. Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories 3. Yu-Gi-Oh! Monster Capsule 4. Yu-Gi-Oh! Dark Duel Stories 5. Yu-Gi-Oh! Duel Monsters 4: Battle of Great Duelists 6. Yu-Gi-Oh! Dungeon Dice Monsters 7. Yu-Gi-Oh! The Eternal Duelist Soul 8. Yu-Gi-Oh! Duel Monsters 6: Expert 2 9. Yu-Gi-Oh! The Sacred Cards 10. Yu-Gi-Oh! Reshef of Destruction 11. Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel 12. Yu-Gi-Oh! World Championship Tournament 2004 13. Yu-Gi-Oh! Destiny Board Traveler 14. Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005 (Yu-Gi-Oh! Day of the Duelist: World Championship Tournament 2005) ",1742188040,
1449850,KONAMI Spring Sale 2025 is now on!,Grab yourself KONAMI games at discounted prices! Don't miss out on this opportunity to enjoy KONAMI games! Featured titles！ https://store.steampowered.com/app/1150640/ https://store.steampowered.com/app/480650/ In-Game Sale is Now On https://store.steampowered.com/app/1449850/ https://store.steampowered.com/app/601510/ New Titles！ https://store.steampowered.com/app/3013550/ {STEAM_CLAN_IMAGE}/41811771/dd3a788bac7116013b5b169a7a26d71ec6666225.png ,1741885259,
1449850,A new Selection Pack is here! The Ultimate Sparkle,"The sublime spirit dragon makes a majestic return! Having risen to supreme heights, ""Blue-Eyes Ultimate Spirit Dragon"" leads the charge for ""Blue-Eyes"" alongside an array of reinforcements! X, Y, and Z monsters have united to culminate in ""XYZ-Hyper Dragon Cannon"", and ""Number 107: Galaxy-Eyes Tachyon Dragon"" Decks also have new supporting cards! The road of Duels may appear endless, but with such indomitable, ultimate strength, you can advance unopposed! ",1741246893,
1449850,v2.2.2,"The following updates have been made - Fixed a bug that cards cannot dismantle would be displayed on ""Dismantle Selected Cards"" and ""Designated 'Don't Dismantle'"" lists. - Fixed a bug that prevented the dialogue from appearing when acquiring event rewards. - Fixed other bugs with some UI displays.",1741065992,['patchnotes']
1449850,"Thanks to your support, Yu-Gi-Oh! MASTER DUEL has reached its 3rd anniversary!","Thanks to your support, Yu-Gi-Oh! MASTER DUEL has reached its 3rd anniversary! As a sign of our gratitude, we've prepared two special bundles for a limited time only! And there's more! ""2nd Anniversary Bundle"" is back for a limited time! Use the accessories and Cards you purchased to celebrate the 3rd anniversary of ""Yu-Gi-Oh! MASTER DUEL"" together!",1738830725,
1449850,v2.2.1,The following updates have been made - The UI and layout of Solo Mode have been improved. - The filter function for deck editing has been enhanced. - Mate can be set for each deck. - Multiple wallpapers can be set to the home screen. - Able to follow the opponent player after a duel. - The Shop UI has been improved. - The Duel UI has been improved. - Other bugs have been fixed.,1738646838,['patchnotes']
1449850,A new Selection Pack is here! Dragons' Reincarnation,"Re-emerge, with dragons at your side! ""Light and Darkness Dragon"" has taken on a new form: ""Light and Darkness Dragonlord""! The new ""Ashened"" archetype is also here, still locked in a struggle with ""Veidos the Dragon of Endless Darkness""! ""Drytron"" has a new ace monster too! And finally, make sure to check out the powerful effects of ""Mulcharmy"", and the colossal, all-destroying Xyz Monster ""Varudras, the Final Bringer of the End Times""! Let your Duelist's spirit be imbued in your cards, and have them carry you to limitless heights! ",1736405223,
1449850,Yu-Gi-Oh! Duel Links & MASTER DUEL - 250 Million Total Downloads! Campaign,"In addition to a ""Dragon of Pride and Soul"" card with a Royal Finish (non-dismantleable), you can also get a Pack Ticket (that lets you pull certain packs), 500 Gems, and accessories! In celebration of the of the ""Yu-Gi-Oh! Duel Links & MASTER DUEL - 250 Million Total Downloads!"" , a sale is being held for Protector added as of 2024/10/10, which can be obtained for 75 Gems (a 25% discount!) during this period! ",1735189419,
1449850,A new Selection Pack is here! Chaotic Showtime,"Fateful strings steal away all hope! ""CXyz Gimmick Puppet Fanatix Machinix"" arrives as its archetype's new ace! The ""Trickstar"" ace card ""Trickstar Noble Angel"" is here in a new form! And the ""Sinful Spoils"" storyline takes another twist with the addition of ""Diabellze the Original Sinkeeper"" and the Spell/Trap Card and Synchro Summon-based archetype ""White Forest"" ! Deploy your most trusted tactics to reign supreme over the chaos unfolding on the Dueling stage!",1733468906,
1449850,KONAMI Black Friday Sale is now on!,{STEAM_CLAN_IMAGE}/41811771/8a90b9bbb0502c78e8dda6b93babcc853f89b471.png Grab yourself KONAMI games at discounted prices! Don't miss out on this opportunity to enjoy KONAMI games!,1732730489,
1449850,v2.1.1,The following updates have been made - A bug that occasionally caused the layout appears to be distorted during gameplay has been fixed. - A bug that occasionally caused the game to forced close during gameplay has been fixed.,1731907117,['patchnotes']
1449850,"Yu-Gi-Oh! MASTER DUEL - 1,000 Days since Global Launch Celebration Campaign","As a token of our gratitude, we will be giving players who log in during the campaign period a login bonus of 1,000 Gems, Accessories, and tickets to open selected Card Packs! 1000-Day Anniversary! Accessory Bundle available! This is a must-have bundle that includes a variety of accessories themed on ""Evil★Twin Ki-sikil"" and ""Evil★Twin Lil-la"" and 20 ""Electron Illusions"" Secret Packs (guaranteeing at least 2 UR(s))!",1730964978,
1449850,v2.1.0,The following updates have been made - A function has been added that allows you to check your deck during duels. - The Disassembly Protection function has been added to the deck edit. - The card Boost Generate function has been enhanced. - The function for saving replays has been improved. - Card activation effects during a duel have been added. - The UI for various functions has been improved. - Other bugs have been fixed.,1730351294,['patchnotes']
1449850,A new Selection Pack is here! Tricky Reception,"Which will you choose? New cards ""Hallo, the Spirit of Tricks"" and ""Ween, the Spirit of Treats"" are here to trick players! New strategies are possible with the arrival of the adaptable and multitalented ""Summon Sorceress"" , as well as ""Moon of the Closed Heaven"" , which enables Link Summons using your opponent's cards! Wield your unique strategies and meticulously chosen cards and carve a path to a new Dueling domain!",1730102462,
1449850,A new Selection Pack is here! Outlaws from the Inferno,"With their logic-defying flames, ""Tenpai Dragon"" enter the fray, using a series of Synchro Summons in the Battle Phase to unleash a furious flurry of attacks! Furthermore, ""Infernoid Flood"" and its enemy ""Ritual Beast Ulti-Reirautari"", the Void Seer that has risen to its ultimate form, both bring new strategies to their respective forces! The outlaw ""Goblin Biker"" cards that steal Xyz Materials also make their grand entrance! Ride the tide of Duels evolving on the daily, and snatch victory with your own hands!",1728542581,
1449850,KONAMI Publisher Sale is now on!,Grab yourself classic and popular KONAMI games at discounted prices! Don't miss out on this opportunity to enjoy KONAMI games! {STEAM_CLAN_IMAGE}/39026134/2d910dd9515c4cdf151d00fa60239085113efd6b.jpg ,1727319013,
1449850,A new Selection Pack is here! Advance of Great Forces,"An army from days of yore is on the march! ""Ancient Gear"" has been majorly reinforced with the arrival of ""Ancient Gear Dark Golem"" ! ""Lightsworn"" executes justice with ""Enlightenment Dragon"", ""Genex"" reduces all things to naught through ""Arms of Genex Return Zero"", and ""Aroma"" gain the power of Fusion. In addition, look out for the abnormal new force ""Ragnaraika"", with its mastery of repeated Link Summoning! Strike the winning blow with well-developed strategies and overwhelming power!",1726126480,
1449850,Celebrate the Yu-Gi-Oh! World Championship 2024 with Yu-Gi-Oh! MASTER DUEL.,"Duelists from all over the world have been preparing to compete to become the top Duelists for Yu-Gi-Oh! MASTER DUEL at the Yu-Gi-Oh! World Championship 2024. Log in to find out how you can celebrate the occasion and even keep up with player standings live when the Yu-Gi-Oh! World Championship 2024 kicks off September 7, 2024 from Seattle!",1725174017,
1449850,70M Downloads Campaign!,"As a token of our gratitude, we will be giving players who log in during the campaign period a Login Bonus of 1000 Gems and Tickets to open selected Card Packs. Check out our exclusive Gem Pack on the Gem Purchase page right now! Each player can purchase up to 3. This amazing deal is only available for a limited time.Don't miss it!",1723107657,
1449850,v2.0.0,"The following updates have been made - Added Casual Match as Practical Exam for MD certification. - Added the ability to copy decks from DUEL LIVE. - Added ""Boost Generation"" to generate 4 or more cards at once. - The home screen UI has been improved. - New card activation effects during duels have been added. - Improved the duel UI. - UI of various functions has been improved. - Other bug fixes have been made.",1722922572,['patchnotes']
1449850,A new Selection Pack is here! The Masters Saga,"The record of battles fought by the heroes of the past is brought back to life! The ace card ""Dragon Master Magia, "" which combines Ultimate Power and Chaos, is now available! Furthermore, the legendary Spell Card ""Spell Card ""Monster Reborn"" "" is included in a new form, as well as ""Heavy Storm, "" which can single-handedly turn the tide of the Duel! Also, powerful new cards such as ""Ace★Spades Speculation"" are also included! Master these legendary cards and create a new story with them!",1722243938,
1449850,A new Selection Pack is here! Eternal Partners,"The ultimate love that binds darkness! Support cards for ""Yubel"" such as ""Yubel - The Loving Defender Forever"" are now available! And born out of the strong emotional connection of the ""Emblema Oath"" comes ""Centur-Ion Legatia""! In addition, ""Majespecter"" have gained new strength through ""Majespecter Draco - Ryu"" and others, and an extraordinary trump card has arrived in the form of ""Super Starslayer TY-PHON - Sky Crisis""! A solemn vow is eternal, never to be broken!",1720682846,
1449850,Road to Worlds Campaign is underway!,Compete for a chance to Duel at the World Championship in Seattle by participating in the World Championship Qualifiers. Build your Deck with new Selection Packs and Secret Packs and claim UR NUMBER 62: Neo Galaxy-Eyes Prime Photon Dragon (Royal Finish) as a log-in bonus during the Road to Worlds Campaign.,1717747319,
1449850,v1.9.3,"The following updates have been made - To correct the issue of crash case at the end of duels, load reduction at the end of duels has been implemented.",1717565914,['patchnotes']
1449850,A new Selection Pack is here! Revived Legion,"Revived with the Raging Flames! A new ""Salamangreat"" ace, the ""Salamangreat Raging Phoenix"" is now available! New forces are also entering the fray, including ""Memento,"" the underworld beings who appear clad in jewels from beyond oblivion, and ""Horus,"" the guardians of the ""King's Sarcophagus,"" inside which the great king rests! In addition, look out for ""S:P Little Knight,"" a new warrior with the power to single-handedly turn the tide of Duels! Guide your Deck to victory with a heart of undying passion!",1715239139,
1449850,v1.9.0,The following updates have been made - Card activation during duels has been added. - The UI of the Duel Log has been improved. - UI of various functions has been improved. - Other bug fixes have been made.,1715058813,['patchnotes']
1449850,"The Japanese Yu-Gi-Oh community is taking a long, hard look at itself after a player says the event stank so hard she had to leave","Imagine being worried that you&apos;d upset someone at an event so much they left, only to find out it was actually because the venue (and probably you too) stank so bad they couldn&apos;t handle it anymore. That&apos;s what happened at a recent Japanese Yu-Gi-Oh event, which has gone viral on Twitter after one player revealed she couldn&apos;t stand to be in such a pungent environment... <a href=""https://www.pcgamer.com/games/card-games/he-japanese-yu-gi-oh-community-is-taking-a-long-hard-look-at-itself-after-a-player-says-the-event-stank-so-hard-she-had-to-leave?utm_source=steam&utm_medium=referral"" target=""_blank"">Read more.</a>",1712851127,
1449850,A new Selection Pack is here! Nightmare Arrivals,"Illusion-Type monsters, such as ""Nightmare Magician,"" are finally here! Joining the fight are ""Chimera the King of Phantom Beasts,"" that grew powerful over a long period of time, the new ace card of the ""Altergeist,"" ""Altergeist Adminia,"" and the arch-enemy of ""Visas,"" ""Veda Kalarcanum""! Moreover, new powerful additions to ""Rescue-ACE,"" ""Purrely,"" and ""Mikanko"" are here too! Let's create a new era with seasoned rivals from past battles!",1712818027,
1449850,60M Downloads Campaign!,"As a sign of our gratitude, we've prepared two special bundles for a limited time only!　""Magicians of Bonds and Unity"" Accessories Bundle and ""Dragon of Pride and Soul"" Accessories Bundle! Put some more fun into your Dueling with your favorite Accessories! Check out our exclusive Gem Pack on the Gem Purchase page right now! Each player can purchase up to 3. This amazing deal is only available for a limited time. Don't miss it!",1711697306,
1449850,A new Selection Pack is here! Return of the King,"A champion who gained a new power, ""Scarred Dragon Archfiend,"" a demon emerging from the depths of the earth, ""Earthbound Servant Geo Grasha,"" and the all-consuming peculiar lifeform ""Tistina"" all enter the fray! Additionally, ""Tistina, the Divinity that Defies Darkness,"" capable of single-handedly changing the flow of the Duel, is also included in this pack! They will demonstrate overwhelming power and reign supreme over all!",1709884593,
1449850,"Thanks to your support, ""Yu-Gi-Oh! MASTER DUEL"" celebrates its 2nd anniversary!","""2nd Anniversary Set"" is here! This limited-time offer includes accessories such as Icons/Icon Frames/Protectors/Deck Boxes/Duel Fields/wallpapers, 30 Master Packs (1 SR or higher Card confirmed per 10 packs), and 1 UR Card ""Blue-Eyes White Dragon"" (Royal Finish) with a different illustration. Don't miss out on this offer!",1707288668,
1449850,Konami has announced that there will finally be a (legal) way to play old Yu-Gi-Oh games soon,"To celebrate the trading card game's 25th anniversary, <strong>Konami</strong> has announced a <strong>Yu-Gi-Oh!</strong> game collection for Nintendo Switch and PC with some classic titles. Those of you looking for a bit of Yu-Gi-Oh! nostalgia will be happy to hear that over the weekend, <a href=""https://www.konami.com/games/eu/en/topics/17742/"">Konami announced</a> <strong>Yu-Gi-Oh! Early Days Collection</strong>, a compilation game that will feature various Yu-Gi-Oh! games from as far back as the Game Boy Color. As confirmed in a press release, the collection will also include titles that weren't previously released in the west. One such game is Yu-Gi-Oh! Duel Monsters 4: Battle of Great Duelists for the Game Boy Color, which up to today is a Japan only title. While it wasn't mentioned in the press release, it was also announced that the Game Boy Advance game Yu-Gi-Oh! Duel Monsters 6: Expert 2, which was renamed to Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel for its international release, is also included in the collection. Given that this one did have a worldwide release, it's probably safe to assume we can expect it for the western release too. <a href=""https://www.vg247.com/konami-announce-old-yu-gi-oh-game-collection-switch-pc?utm_source=feed&utm_medium=rss&utm_campaign=steam"">Read more</a> ",1707134896,
1449850,"Konami is testing out AI in Yu-Gi-Oh! Master Duel, but it's not what you think","<strong>Konami</strong> has announced it's working on an AI project for its competitive <strong>Yu-Gi-Oh!</strong> Mobile game <strong>Master Duel</strong>, but thankfully it's nothing to do with generating art. Every time I hear that some game dev is using AI, my eyes start twitching with frustration, so you could understand how I might have felt when I read the words ""Yu-Gi-Oh! Master Duel x AI Project"" in a press release this morning. As it turns out, though, unlike other parts of the industry which just seeks to replace its hard working artists, Konami's Yu-Gi-Oh! AI project is actually what we all used to assume AI in a game was - a computer controlled player. Except, it is the kind of AI that uses machine learning, and its whole purpose is to learn how to play Yu-Gi-Oh! According to the press release, this AI project aims to ""deliver new ways to enjoy Duels in Yu-Gi-Oh! Master Duel by building a system that allows AI to be installed in the game, enabling Duels in Yu-Gi-Oh! Master Duel to be played with the AI created by external programs. The AI program grows and learns through continuous Duelling."" The project was announced at an event this week, where attendees ""saw the thinking processes of the AI visualised, such as selection patterns of the AI’s actions, quantifying win rates depending on how Duels develop, and predicting which cards would be played."" <a href=""https://www.vg247.com/konami-testing-ai-yu-gi-oh-master-duel-not-what-you-think?utm_source=feed&utm_medium=rss&utm_campaign=steam"">Read more</a> ",1707131710,
1449850,v1.8.0,The following updates have been made - Card activation during duels has been added. - UI of various functions has been improved. - Other bug fixes have been made.,1705379850,['patchnotes']
1449850,A new Selection Pack is here! Indomitable Pride,"The new ace card ""Superheavy Samurai Brave Masurawo"" makes a grand entrance in the ""Superheavy Samurai"" series! In addition to new forces such as ""Gold Pride,"" which can turn the tables in a tight spot, and ""Nemleria,"" a strange world manifested by a sleeping girl, ""Visas Amritara,"" a new form of the man who holds the radiance of the stars in his arms, will also join the battle! Fight off the Staunch Defenders and carry out your will!",1704876710,
1449850,New Year Celebration Bundle!,"A special Bundle celebrating the New Year that includes 30 Master Packs (guaranteed to have at least 3 SR) and limited-edition accessories is here! For more information, check the Shop.",1704034821,
1449850,v1.7.3,"The following updates have been made - ""Season Point Ranking"" for the Duelist Cup has been implemented.",1701839256,['patchnotes']
1449850,Yu-Gi-Oh! Card Game 25th Anniversary,"A Special Bundle commemorating the 25th anniversary of the Yu-Gi-Oh! Card Game that includes 1 alternate art UR ""Slifer the Sky Dragon"" (Royal Finish), 25 Master Packs and limited accessories is here!",1701070323,
1449850,v1.7.2,The following updates have been made - Fixed a rare duel bug.,1699856401,['patchnotes']
1449850,A new Selection Pack is here! Singularity Warrior,"Behold, the destined future has arrived! In addition to ""Firewall Dragon Singularity,"" which has gained the power of the singularity, the archetypes ""Nouvelles,"" which uses amazing tactics to exploit the opponent's monsters, and ""Vanquish Soul,"" which specializes in unique combos with specially selected allies, are here! Dominate the Duel with a new strategy that defies even the raging storms!",1699512402,
1449850,v1.7.1,The following updates have been made - Game settings have been improved. - Traditional Chinese have been added to the language selection. - Card activation during duels has been added. - Added summon effects for special summons. - UI of various functions has been improved. - Other bug fixes have been made.,1699233710,['patchnotes']
1449850,A new Selection Pack is here! Record of Noble Spirits,"As well as the powerful new Spirit monster ace card ""Tsumuha-Kutsunagi the Lord of Swords"" and ""Tellarknight"" of the Constellar Tellarknights, a flurry of new cards with the power to single-handedly change the course of a Duel is on the way! In addition, ""Promethean Princess, Bestower of Flames, "" master of the FIRE Attribute, is also joining the fray! Experience the spirit of passionate struggle that weaves from the past to the present and into the future!",1698654410,
1449850,A new Selection Pack is here! Flame of Fury,"Confronting the man with the arm imbued with the radiance of a star is an enraged warrior ""Kashtira Arise-Heart"" who absorbs even the power of fear and grief. What lies ahead in the battle for existence, you’ll have to find out for yourself! In an alternate world, ""Evigishki Neremanas"" battles to the death against the evil dragon of doom, while in another, ""Rescue-ACE"" battles a fire erupting in a massive metropolis! In each world, the battles with powerful mortal enemies intensify!",1696924617,
1449850,A new Selection Pack is here! Galactic Evolution,"""Galaxy"" just got a new trump card ""Number C62: Neo Galaxy-Eyes Prime Photon Dragon"" ! Other noteworthy cards include ""Purrely,"" which takes on various forms depending on the love and memories it receives, the dancing ""Mikanko,"" which makes full use of Equip Spell Cards, as well as the new Beast-Warrior-Type ace card ""Orphebull the Harmonious Bullfighter Bard"" , who presides over chaos! Master the super galactic power and bear witness to a new mythology!",1694068633,
1449850,57.3M Downloads Campaign!,"As a token of our gratitude, Limited-Time Login Missions that give you a total of 1,000 Gems and Accessories are underway. UR cards with alternate art are here! Secret Pack ""Space-Time Transcendents"". 57.3M Downloads Appreciation Campaign is underway! Alternate art ""I:P Masquerena"" is here for a limited time! And you get 1 Pack for free! Let's try opening one! Check out our exclusive Gem Pack on the Gem Purchase page right now! Each player can purchase up to 3. This amazing deal is only available for a limited time. Don't miss it!",1691652402,
1449850,WCS2023 Finals Celebration Campaign!,"To celebrate WCS2023, we have prepared a bundle that includes a variety of ""Legendary Magician of Dark"" or ""Legendary Dragon of White"" themed accessories and 5 Master Packs! Use the accessories and cards you purchased to celebrate WCS2023 with us! Currently underway: WCS 2023 Cheer for your Champion! Campaign Which of the eight teams do you think will win the Yu-Gi-Oh! MASTER DUEL event? Vote for them and cheer them on! Simply vote and support the players to receive Legacy Tickets and other items! Furthermore, 250 winners from those who voted for the winning team will be selected via lottery draw and will receive 2000 Gems!",1690452170,
1449850,v1.6.1,The following updates have been made - Fixed a rare UI-related bug that occurred during duels.,1690334278,['patchnotes']
1449850,v1.6.0,The following updates have been made - Card activation effects during duels have been added. - Added summon effects for special summons. - The Duel Live function has been enhanced. - UI of various functions has been improved.,1689300124,['patchnotes']
